,Unnamed: 0,Strain,Type_raw,Effects_raw,Ailment_raw,Flavor_raw,Description_raw,labels,Type_lemma,Effects_lemma,Ailment_lemma,Flavor_lemma,Description_lemma,alltext
1726,1726,Purple Maui,Hybrid,"Happy, Focused, Relaxed, Energetic, Uplift",,"Earthy, Grape, Pine","Purple Maui is a sativa-dominant hybrid bred by Happy Harvest. These purple buds have a soft, piney aroma, with fast-acting, potent effects useful in treating both mental and physical ailments.",5,['hybrid'],"['energetic', 'Happy', 'Uplift', 'focused', 'relaxed']",[],"['earthy', 'Pine', 'Grape']","['Purple', 'Maui', 'sativa', 'dominant', 'hybrid', '  ', 'breed', 'Happy', 'Harvest', 'purple', 'bud', 'soft', 'piney', 'aroma', 'fast', 'act', 'potent', 'effect', 'useful', 'treat', 'mental', 'physical', 'ailment']","['Mental', '  ', 'sativa', 'Hybrid', 'Fast', 'Uplift', 'Focused', 'relaxed', 'useful', 'effect', 'Happy', 'Treat', 'Grape', 'Harvest', 'Physical', 'Breed', 'energetic', 'Pine', 'Piney', 'potent', 'Purple', 'Bud', 'Maui', 'Aroma', 'Earthy', 'Act', 'Dominant', 'soft', 'ailment']"
1727,1727,Purple Monkey Ball,"Hybrid, Indica","Happy, Giggly, Euphoric, Paranoid, Relaxed, Creative, Anxious, Mouth, Dry, Sleepy","Depression, Stress, Pain","Earthy, Sweet, Grape"," The genetic heritage of Purple Monkey Balls is somewhat murky. What we do know is that it is an indica-dominant mix of a Northern Californian purple strain -- some claim Mendo Purps, others Granddaddy Purple -- and an indica from Afghanistan, believed to be Deep Chunk. The bulbous purple buds produces a fruity grape aroma that gives way to sweet flavors of pine and berry. The sedating indica effects produce deep relaxation great for chronic pain, but best saved for the end of the day if you need to remain productive.",2,"['Indica', 'Hybrid']","['happy', 'dry', 'anxious', 'creative', 'giggly', 'sleepy', 'paranoid', 'relaxed', 'euphoric', 'Mouth']","['pain', 'depression', 'stress']","['earthy', 'Grape', 'Sweet']","[' ', 'genetic', 'heritage', 'Purple', 'Monkey', 'Balls', 'somewhat', 'murky', 'know', 'indica', 'dominant', 'mix', 'northern', 'californian', 'purple', 'strain', 'claim', 'Mendo', 'Purps', 'Granddaddy', 'Purple', 'indica', 'Afghanistan', 'believe', 'Deep', 'Chunk', 'bulbous', 'purple', 'bud', 'produce', 'fruity', 'grape', 'aroma', 'give', 'way', 'sweet', 'flavor', 'pine', 'berry', 'sedate', 'indica', 'effect', 'produce', 'deep', 'relaxation', 'great', 'chronic', 'pain', 'good', 'save', 'end', 'day', 'need', 'remain', 'productive']","['good', 'Northern', 'end', 'Balls', 'remain', '  ', 'depression', 'sedate', 'hybrid', 'Sweet', 'somewhat', 'murky', 'Produce', 'relaxed', 'effect', 'stress', 'Save', 'Happy', 'dry', 'anxious', 'Mix', 'know', 'fruity', 'giggly', 'sleepy', 'Indica', 'Granddaddy', 'Grape', 'Way', 'Mendo', 'Californian', 'Productive', 'relaxation', 'Pain', 'great', 'believe', 'Berry', 'Strain', 'Pine', 'Day', 'Chronic', 'creative', 'Euphoric', 'Monkey', 'Purps', 'Heritage', 'Genetic', 'deep', 'bulbous', 'Purple', 'Bud', 'Aroma', ' ', 'Flavor', 'Chunk', 'earthy', 'need', 'paranoid', 'Dominant', 'claim', 'Afghanistan', 'Mouth']"
1728,1728,Purple Mr Nice,Indica,"Happy, Euphoric, Relaxed, Uplifted, Sleepy",,"Earthy, Grape, Pine",Granddaddy Purple crossed with Mr. Nice.  This strain captures the purple color of GDP and the smell and taste of Mr. Nice.  A very powerful indica that has a high probability of fuzzy couch-lock.,4,['Indica'],"['happy', 'sleepy', 'relaxed', 'euphoric', 'uplifted']",[],"['earthy', 'Pine', 'Grape']","['Granddaddy', 'Purple', 'cross', 'Mr.', 'Nice', '  ', 'strain', 'capture', 'purple', 'color', 'GDP', 'smell', 'taste', 'Mr.', 'Nice', '  ', 'powerful', 'indica', '  ', 'high', 'probability', 'fuzzy', 'couch', 'lock']","['probability', '  ', 'relaxed', 'powerful', 'Uplifted', 'Happy', 'Couch', 'sleepy', 'Indica', 'Granddaddy', 'Grape', 'Mr.', 'High', 'taste', 'Pine', 'Strain', 'Cross', 'Lock', 'Smell', 'euphoric', 'nice', 'Gdp', 'Purple', 'fuzzy', 'earthy', 'capture', 'color']"
1729,1729,Purple Mr. Nice,Indica,"Happy, Euphoric, Relaxed, Anxious, Uplifted, Mouth, Dry, Sleepy","Stress, Pain, Insomnia, Nausea, Depression","Earthy, Sweet, Grape",,4,['Indica'],"['happy', 'dry', 'anxious', 'sleepy', 'relaxed', 'euphoric', 'Mouth', 'Uplifted']","['pain', 'Stress', 'Depression', 'Insomnia', 'nausea']","['earthy', 'Grape', 'Sweet']",[],"['pain', 'Stress', 'Happy', 'dry', 'anxious', 'depression', ' ', 'sweet', 'sleepy', 'Indica', 'Nausea', 'Earthy', 'Insomnia', 'Grape', 'relaxed', 'euphoric', 'Mouth', 'Uplifted']"
1730,1730,Purple Nepal,"Hybrid, Indica","Happy, Euphoric, Paranoid, Relaxed, Uplifted, Mouth, Dry, Tingly, Sleepy","Insomnia, Stress, Depression, Pain","Grape, Berry, Floral, Spicy, Herbal"," Purple Nepal is a cross between an original Nepalese strain and Lemon Thai. A happy, medium-level indica, this strain will not leave you stuck on the couch but is best used when you are looking to unwind at the end of the day. Sweet and flowery, Purple Nepal has a mellow, earthy grape taste that complements its almost completely purple leaves. This strain is easy to cultivate and typically flowers between 8 and 9 weeks. While it may be grown outdoors with some difficulty, it typically grows best and produces high yields when grown indoors.",2,"['Indica', 'Hybrid']","['tingly', 'happy', 'dry', 'sleepy', 'paranoid', 'relaxed', 'euphoric', 'Mouth', 'Uplifted']","['pain', 'Insomnia', 'Stress', 'depression']","['flowery', 'spicy', 'Berry', 'Grape', 'Herbal']","[' ', 'Purple', 'Nepal', 'cross', 'original', 'nepalese', 'strain', 'Lemon', 'Thai', 'happy', 'medium', 'level', 'indica', 'strain', 'leave', 'stuck', 'couch', 'best', 'look', 'unwind', 'end', 'day', 'sweet', 'flowery', 'Purple', 'Nepal', 'mellow', 'earthy', 'grape', 'taste', 'complement', 'completely', 'purple', 'leave', 'strain', 'easy', 'cultivate', 'typically', 'flower', '8', '9', 'week', 'grow', 'outdoors', 'difficulty', 'typically', 'grow', 'good', 'produce', 'high', 'yield', 'grow', 'indoor']","['good', 'spicy', 'Nepal', 'End', '  ', 'depression', 'Mellow', 'Hybrid', 'Difficulty', 'Sweet', 'good', 'Produce', 'yield', 'relaxed', 'Lemon', 'Uplifted', 'look', 'stress', 'Tingly', 'happy', 'dry', 'grow', 'completely', 'week', 'Sleepy', 'Indica', '8', 'Grape', 'Herbal', 'level', 'leave', 'typically', 'Pain', 'Outdoors', 'high', 'Berry', 'Original', 'Strain', 'Thai', 'Cross', 'Day', 'Taste', 'Insomnia', 'Euphoric', 'cultivate', 'nepalese', 'Flowery', 'Medium', 'stuck', 'Easy', 'Flower', 'Purple', ' ', 'indoor', 'earthy', 'paranoid', 'Couch', 'Mouth', '9', 'unwind', 'Complement']"
1731,1731,Purple Og Kush,Indica,"Happy, Euphoric, Paranoid, Relaxed, Hungry, Anxious, Mouth, Dry, Sleepy","Stress, Lack, Insomnia, Depression, Appetite","Earthy, Pungent, Sweet"," Have some snacks ready before testing out this extremely potent indica. Providing users with both an intense head and body heavy sensation, Purple OG Kush is one of the more popular medical strains. With a thick aroma of musty berries and pine, the smell and taste of this strain are as strong as the effects themselves. Purple OG Kush may cause you to feel sleepy, cloudy, and unfocused, making this strain perfect for nighttime use. Both new and experienced users should use this strain cautiously, as a little goes a very long way.",4,['Indica'],"['happy', 'dry', 'anxious', 'sleepy', 'relaxed', 'paranoid', 'hungry', 'euphoric', 'Mouth']","['lack', 'stress', 'Depression', 'Appetite', 'Insomnia']","['earthy', 'pungent', 'sweet']","[' ', 'snack', 'ready', 'test', 'extremely', 'potent', 'indica', 'provide', 'user', 'intense', 'head', 'body', 'heavy', 'sensation', 'Purple', 'OG', 'Kush', 'popular', 'medical', 'strain', 'thick', 'aroma', 'musty', 'berry', 'pine', 'smell', 'taste', 'strain', 'strong', 'effect', 'Purple', 'OG', 'Kush', 'cause', 'feel', 'sleepy', 'cloudy', 'unfocused', 'make', 'strain', 'perfect', 'nighttime', 'use', 'new', 'experienced', 'user', 'use', 'strain', 'cautiously', 'little', 'go', 'long', 'way']","['cloudy', 'Body', 'little', 'provide', 'Experienced', '  ', 'Depression', 'Ready', 'unfocused', 'heavy', 'Sweet', 'relaxed', 'feel', 'effect', 'User', 'Cause', 'stress', 'Happy', 'dry', 'anxious', 'sleepy', 'Indica', 'Appetite', 'Long', 'way', 'Nighttime', 'strong', 'cautiously', 'New', 'Medical', 'Test', 'pungent', 'popular', 'Strain', 'Berry', 'Pine', 'Head', 'taste', 'Snack', 'Insomnia', 'intense', 'hungry', 'Smell', 'Euphoric', 'lack', 'potent', 'thick', 'Purple', 'Use', 'Aroma', ' ', 'sensation', 'Musty', 'earthy', 'perfect', 'extremely', 'paranoid', 'Mouth', 'Og', 'Kush']"
1732,1732,Purple Pantera,Hybrid,"Sleepy, Euphoric, Relaxed",,"Berry, Sweet, Grape, Pine",Purple Pantera is an indica-dominant hybrid bred by Snowhigh Seeds. The mix of Pink Panther and Grape Krush genetics produces dark purple hues and a piney OG Kush aroma that is highlighted by sweet grape notes with subtle berry undertones. This strain's fast-acting effects spark bursts of euphoria and deep relaxation that is best saved for the end of the day.,5,['hybrid'],"['sleepy', 'euphoric', 'relaxed']",[],[],"['Purple', 'Pantera', 'indica', 'dominant', 'hybrid', 'breed', 'Snowhigh', 'Seeds', 'mix', 'Pink', 'Panther', 'Grape', 'Krush', 'genetics', 'produce', 'dark', 'purple', 'hue', 'piney', 'OG', 'Kush', 'aroma', 'highlight', 'sweet', 'grape', 'note', 'subtle', 'berry', 'undertone', 'strain', 'fast', 'act', 'effect', 'spark', 'burst', 'euphoria', 'deep', 'relaxation', 'good', 'save', 'end', 'day']","['good', 'Euphoria', 'subtle', 'end', 'Hybrid', 'fast', 'sweet', 'Produce', 'relaxed', 'Effect', 'Krush', 'Note', 'Save', 'Mix', 'dark', 'sleepy', 'Indica', 'Genetics', 'Grape', 'Burst', 'Panther', 'Relaxation', 'Breed', 'Spark', 'Berry', 'Strain', 'Day', 'Hue', 'Highlight', 'Piney', 'euphoric', 'Deep', 'Pantera', 'Purple', 'Seeds', 'Aroma', ' ', 'Act', 'Snowhigh', 'Undertone', 'Dominant', 'Pink', 'Og', 'Kush']"
1733,1733,Purple Panty Dropper,"Hybrid, Indica","Happy, Giggly, Euphoric, Paranoid, Relaxed, Horny, Anxious, Uplifted, Mouth, Dry, Sleepy","Stress, Pain, Muscle, Spasms, Insomnia, Depression","Grape, Berry, Earthy, Spicy, Herbal"," A three-way cross of Purple Haze, Oregon Grape, and Matanuskan Mist, Humboldt Seed Company’s Purple Panty Dropper is named for its deep purple hues and supposed aphrodisiac effects. These beautiful indica-dominant flowers produce a rich, sweet aroma and an energizing, euphoric high.  ",2,"['Indica', 'Hybrid']","['horny', 'happy', 'dry', 'anxious', 'giggly', 'sleepy', 'paranoid', 'relaxed', 'euphoric', 'Mouth', 'Uplifted']","['pain', 'stress', 'Spasms', 'Depression', 'Muscle', 'Insomnia']","['spicy', 'Berry', 'Earthy', 'Grape', 'Herbal']","[' ', 'way', 'cross', 'Purple', 'Haze', 'Oregon', 'Grape', 'Matanuskan', 'Mist', 'Humboldt', 'Seed', 'Company', 'Purple', 'Panty', 'Dropper', 'name', 'deep', 'purple', 'hue', 'suppose', 'aphrodisiac', 'effect', 'beautiful', 'indica', 'dominant', 'flower', 'produce', 'rich', 'sweet', 'aroma', 'energizing', 'euphoric', 'high', '  ']","['spicy', '  ', 'Depression', 'Aphrodisiac', 'Hybrid', 'sweet', 'Produce', '\xa0 ', 'relaxed', 'horny', 'Effect', 'Uplifted', 'Stress', 'Happy', 'dry', 'anxious', 'giggly', 'sleepy', 'Haze', 'Indica', 'Grape', 'way', 'Herbal', 'beautiful', 'Pain', 'High', 'Humboldt', 'Berry', 'Rich', 'Cross', 'Hue', 'Insomnia', 'Dropper', 'Mist', 'euphoric', 'deep', 'suppose', 'Energizing', 'Flower', 'Purple', 'Spasms', 'Aroma', ' ', 'Oregon', 'Matanuskan', 'Muscle', 'earthy', 'paranoid', 'Company', 'Dominant', 'Mouth', 'seed', 'panty']"
1734,1734,Purple Paralysis,Hybrid,"Happy, Euphoric, Relaxed, Hungry, Sleepy",,"Earthy, Lavender, Lemon","Purple Paralysis, bred by Cream of the Crop, is a sativa-dominant hybrid with potently energizing effects and a hashy lavender aroma. Its genetics are a cross between Power Plant and Lavender, and this strain also goes by the name 'Jellyfish Bud.'",5,['hybrid'],"['happy', 'sleepy', 'relaxed', 'hungry', 'euphoric']",[],"['earthy', 'Lemon', 'lavender']","['Purple', 'Paralysis', 'breed', 'Cream', 'Crop', 'sativa', 'dominant', 'hybrid', 'potently', 'energizing', 'effect', 'hashy', 'lavender', 'aroma', 'genetic', 'cross', 'Power', 'Plant', 'Lavender', 'strain', 'go', 'jellyfish', 'Bud']","['potently', 'Cream', 'Paralysis', 'sativa', 'Hybrid', 'Hashy', 'Relaxed', 'Plant', 'Lemon', 'effect', 'happy', 'sleepy', 'Breed', 'Lavender', 'Strain', 'Cross', 'Hungry', 'Euphoric', 'Power', 'genetic', 'Jellyfish', 'energizing', 'Purple', 'Bud', 'Aroma', 'Earthy', 'dominant', 'crop']"
1735,1735,Purple Passion,Indica,"Happy, Euphoric, Paranoid, Relaxed, Hungry, Creative, Mouth, Dry, Sleepy","Stress, Pain, Lack, Muscle, Spasms, Insomnia, Appetite","Floral, Sweet, Earthy, Spicy, Herbal"," Purple Passion is great for unleashing your creative side. Mild for an indica, this strain produces an intermediate body-heavy sensation. While Purple Passion is mostly indica, its sativa genetics create a well-balanced strain that is inspiring and introspective while still providing the physical calming sensation indicas are famous for. Gently relaxing rather than overwhelming, this strain is great for those looking for a little relief from stress and anxiety. Purple Passion’s taste is harsh but pleasant and smells like fruity candy. This strain typically matures in around 9 weeks and produces large, dense buds.",4,['Indica'],"['happy', 'dry', 'creative', 'sleepy', 'relaxed', 'paranoid', 'hungry', 'euphoric', 'Mouth']","['pain', 'lack', 'stress', 'Spasms', 'Muscle', 'Appetite', 'Insomnia']","['flowery', 'spicy', 'sweet', 'earthy', 'Herbal']","[' ', 'Purple', 'passion', 'great', 'unleash', 'creative', 'mild', 'indica', 'strain', 'produce', 'intermediate', 'body', 'heavy', 'sensation', 'Purple', 'passion', 'indica', 'sativa', 'genetic', 'create', 'balance', 'strain', 'inspiring', 'introspective', 'provide', 'physical', 'calming', 'sensation', 'indica', 'famous', 'gently', 'relax', 'overwhelming', 'strain', 'great', 'look', 'little', 'relief', 'stress', 'anxiety', 'Purple', 'passion', 'taste', 'harsh', 'pleasant', 'smell', 'like', 'fruity', 'candy', 'strain', 'typically', 'mature', '9', 'week', 'produce', 'large', 'dense', 'bud']","['spicy', 'Body', 'little', 'provide', 'introspective', '  ', 'harsh', 'sativa', 'heavy', 'Sweet', 'Balance', 'Produce', 'create', 'relaxed', 'pleasant', 'look', 'Inspiring', 'Stress', 'Happy', 'dry', 'Fruity', 'Relief', 'Week', 'relax', 'sleepy', 'Indica', 'Appetite', 'Herbal', 'physical', 'gently', 'typically', 'Pain', 'great', 'calm', 'taste', 'Strain', 'anxiety', 'large', 'Unleash', 'Insomnia', 'Famous', 'hungry', 'mild', 'euphoric', 'creative', 'overwhelming', 'Smell', 'Genetic', 'Flowery', 'Candy', 'dense', 'lack', 'Purple', 'Bud', 'Spasms', ' ', 'sensation', 'Mature', 'Muscle', 'Earthy', 'passion', 'paranoid', 'Mouth', '9', 'Intermediate', 'like']"
1736,1736,Purple People Eater,Indica,"Focused, Euphoric, Relaxed, Creative, Uplifted",,Grape,Purple People Eater is the lanky indica-dominant cross of (Lapis Mnt. Indica x GDP) x (Afghan x Purple Urkle) that has been known to produce green and purple buds that smell pungent and earthy. These multifaceted buds are herbaceous with a flavor of sweet grape. Enjoy this strong sedative at the end of the day to soothe physical discomfort and restlessness.,4,['Indica'],"['creative', 'focused', 'relaxed', 'euphoric', 'uplifted']",[],['grape'],"['Purple', 'People', 'Eater', 'lanky', 'indica', 'dominant', 'cross', 'Lapis', 'Mnt', 'Indica', 'x', 'gdp', 'x', 'Afghan', '  ', 'x', 'purple', 'Urkle', 'know', 'produce', 'green', 'purple', 'bud', 'smell', 'pungent', 'earthy', 'multifaceted', 'bud', '  ', 'herbaceous', 'flavor', 'sweet', 'grape', 'enjoy', 'strong', 'sedative', 'end', 'day', 'soothe', 'physical', 'discomfort', 'restlessness']","['People', 'end', '  ', 'Multifaceted', 'sweet', 'Produce', 'Green', 'Soothe', 'focused', 'Afghan', 'relaxed', 'Uplifted', 'know', 'Indica', 'Grape', 'Lapis', 'strong', 'physical', 'pungent', 'Lanky', 'discomfort', 'Day', 'Cross', 'Smell', 'creative', 'euphoric', 'X', 'Urkle', 'restlessness', 'herbaceous', 'Gdp', 'Purple', 'Bud', 'Flavor', 'Eater', 'Earthy', 'Mnt', 'Sedative', 'Dominant', 'enjoy']"
1737,1737,Purple Pinecone,Indica,"Focused, Happy, Euphoric, Relaxed, Sleepy",,"Earthy, Pine","Purple Pinecone by Sagarmatha Seeds is a dense indica known for its heavy effects and generous trichome production. Though its genetics remain unknown, this deep purple strain reeks of pine and earth, hinting at its indica parentage. The weighted effects lay into the body, offering a classic stony sensation that locks you to the couch. This powerful relaxation makes Purple Pinecone ideal for consumers seeking relief from insomnia, stress, and pain. ",4,['Indica'],"['happy', 'Sleepy', 'focused', 'relaxed', 'euphoric']",[],[],"['Purple', 'Pinecone', 'Sagarmatha', 'Seeds', 'dense', 'indica', 'know', 'heavy', 'effect', 'generous', 'trichome', 'production', 'genetic', 'remain', 'unknown', 'deep', 'purple', 'strain', 'reeks', 'pine', 'earth', 'hint', 'indica', 'parentage', 'weighted', 'effect', 'lie', 'body', 'offer', 'classic', 'stony', 'sensation', 'lock', 'couch', 'powerful', 'relaxation', 'make', 'Purple', 'Pinecone', 'ideal', 'consumer', 'seek', 'relief', 'insomnia', 'stress', 'pain', '  ']","['body', 'Earth', 'remain', 'Heavy', 'Hint', 'Pinecone', '\xa0 ', 'Focused', 'relaxed', 'Effect', 'parentage', 'powerful', 'production', 'lie', 'consumer', 'Stress', 'Reeks', 'Happy', 'know', 'Relief', 'Offer', 'classic', 'sleepy', 'Indica', 'Trichome', 'Stony', 'Relaxation', 'Pain', 'generous', 'Strain', 'Pine', 'Lock', 'Sagarmatha', 'Insomnia', 'seek', 'euphoric', 'deep', 'Weighted', 'Ideal', 'Genetic', 'dense', 'Purple', 'Seeds', ' ', 'unknown', 'sensation', 'couch']"
1738,1738,Purple Power,"Sativa, Hybrid","Happy, Relaxed, Energetic, Creative, Uplifted, Mouth, Dry, Talkative","Appetite, Lack, Stress, Depression","Earthy, Skunk, Pungent, Sweet"," A sativa-dominant cross of Dutch Dope and Skunk #1, Purple Power is a very popular strain with outdoor and greenhouse growers, but is very unpredictable and difficult to manage when grown indoors. Large yields of resinous purple flowers produce a strong sweet smell and a sweet, skunky flavor when smoked. The buzz comes on quick and strong, with trippy visual effects and a relaxed feeling of euphoria that gradually fades to a deep sense of relaxation.",1,"['sativa', 'Hybrid']","['energetic', 'happy', 'dry', 'talkative', 'relaxed', 'creative', 'Mouth', 'Uplifted']","['appetite', 'lack', 'stress', 'depression']","['earthy', 'Skunk', 'pungent', 'sweet']","[' ', 'sativa', 'dominant', 'cross', 'Dutch', 'Dope', 'Skunk', '1', 'Purple', 'Power', 'popular', 'strain', 'outdoor', 'greenhouse', 'grower', 'unpredictable', 'difficult', 'manage', 'grow', 'indoor', 'large', 'yield', 'resinous', 'purple', 'flower', 'produce', 'strong', 'sweet', 'smell', 'sweet', 'skunky', 'flavor', 'smoke', 'buzz', 'come', 'quick', 'strong', 'trippy', 'visual', 'effect', 'relaxed', 'feeling', 'euphoria', 'gradually', 'fade', 'deep', 'sense', 'relaxation']","['greenhouse', 'Euphoria', 'feeling', '  ', 'depression', 'Sativa', 'Hybrid', 'sweet', 'Produce', 'yield', 'relaxed', 'Effect', 'Uplifted', 'Visual', 'come', 'Grower', 'Stress', 'Skunk', 'Happy', 'dry', 'unpredictable', 'grow', 'resinous', 'skunky', 'quick', 'appetite', 'strong', 'sense', 'relaxation', 'energetic', 'pungent', 'Trippy', 'manage', 'popular', 'Strain', 'Large', 'Cross', 'difficult', 'Smell', 'Creative', 'Power', 'gradually', 'Deep', 'fade', 'smoke', 'Lack', 'Flower', 'Purple', 'Dope', 'Outdoor', ' ', 'Flavor', 'Indoor', 'earthy', 'talkative', 'Dominant', 'Buzz', 'Mouth', '1', 'dutch']"
